OBJECTID,ID,Datum,Den,Day,DenNoc,DayNight,DruhNehody,Type,Zavineni,CausedBy,Alkohol,Alcohol,HlavniPricina,MainCause,Usmrceno,Tezce,Lehce,DeathToll,HeavyInjuries,LightInjuries,StavPovrchu,RoadCondition,Pocasi,Weather,SpecifikaceMista,PlaceSituation,DruhVozidla,VehicleType,Smyk,Skyd,Skoda,X,Y,x2,y2
1765,60206180513,3/26/2018 12:00:00 AM,Pondělí,Monday,Den,Day,Srážka s pevnou překážkou,Collision with a fixed obstacle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Přechod pro chodce nebo v jeho blízkosti,Pedestrian crossing or nearby,Osobní automobil,Car,Ne,No,1000,16.603403685,49.207670722,16.603403685,49.207670722
1766,60206180514,3/26/2018 12:00:00 AM,Pondělí,Monday,Noc,Night,"Srážka s vozidlem zaparkovaným, odstaveným",Collision with a parked vehicle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Přechod pro chodce nebo v jeho blízkosti,Pedestrian crossing or nearby,"Nezjištěno, řidič ujel",Unknown,Ne,No,0,16.6702646860001,49.180865328,16.6702646860001,49.180865328
1767,60206180515,3/27/2018 12:00:00 AM,Úterý,Tuesday,Den,Day,Srážka s chodcem,Collision with pedestrian,Chodcem,Pedestrian,Nezjišťováno,Not tested,Nezaviněná řidičem,Not caused by driver,0,0,1,0,0,1,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Zastávka MHD,Public transport stop,Tramvaj,Tram,Ne,No,0,16.6184216820001,49.191811912,16.6184216820001,49.191811912
1768,60206180516,3/27/2018 12:00:00 AM,Úterý,Tuesday,Den,Day,"Srážka s vozidlem zaparkovaným, odstaveným",Collision with a parked vehicle,Řidičem motorového vozidla,Car driver,Ne,No,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,10000,16.6629956780001,49.20365552,16.6629956780001,49.20365552
1769,60206180517,3/27/2018 12:00:00 AM,Úterý,Tuesday,Den,Day,"Srážka s vozidlem zaparkovaným, odstaveným",Collision with a parked vehicle,Řidičem motorového vozidla,Car driver,Ne,No,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,30000,16.5954576830001,49.1969141750001,16.5954576830001,49.1969141750001
1770,60206180518,3/27/2018 12:00:00 AM,Úterý,Tuesday,Den,Day,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,Mokrý,Wet,Déšť,Raining,"Most, nadjezd, podjezd, tunel","Bridge, overpass, underpass, tunel ",Osobní automobil,Car,Ne,No,50000,16.5807041630001,49.2158381570001,16.5807041630001,49.2158381570001
1771,60206180519,3/27/2018 12:00:00 AM,Úterý,Tuesday,Den,Day,"Srážka s vozidlem zaparkovaným, odstaveným",Collision with a parked vehicle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Přechod pro chodce nebo v jeho blízkosti,Pedestrian crossing or nearby,Osobní automobil,Car,Ne,No,0,16.5547946840001,49.208912781,16.5547946840001,49.208912781
1772,60206180520,3/27/2018 12:00:00 AM,Úterý,Tuesday,Noc,Night,Srážka s pevnou překážkou,Collision with a fixed obstacle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,"Nezjištěno, řidič ujel",Unknown,Ne,No,0,16.61560668,49.1765890870001,16.61560668,49.1765890870001
1773,60206180521,3/27/2018 12:00:00 AM,Úterý,Tuesday,Den,Day,Srážka s pevnou překážkou,Collision with a fixed obstacle,Řidičem motorového vozidla,Car driver,Ne,No,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,1000,16.587406678,49.195158087,16.587406678,49.195158087
1774,60206180522,3/27/2018 12:00:00 AM,Úterý,Tuesday,Den,Day,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Ne,No,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,120000,16.596073684,49.175698041,16.596073684,49.175698041
1775,60206180523,3/28/2018 12:00:00 AM,Středa,Wednesday,Noc,Night,Srážka s pevnou překážkou,Collision with a fixed obstacle,Řidičem motorového vozidla,Car driver,Ne,No,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,120000,16.4056616890001,49.353157147,16.4056616890001,49.3531571470001
1776,60206180524,3/28/2018 12:00:00 AM,Středa,Wednesday,Noc,Night,"Srážka s vozidlem zaparkovaným, odstaveným",Collision with a parked vehicle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,"Nezjištěno, řidič ujel",Unknown,Ne,No,0,16.6574836820001,49.1903318280001,16.6574836820001,49.1903318280001
1777,60206180525,3/27/2018 12:00:00 AM,Úterý,Tuesday,Noc,Night,"Srážka s vozidlem zaparkovaným, odstaveným",Collision with a parked vehicle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,"Nezjištěno, řidič ujel",Unknown,Ne,No,0,16.5935546870001,49.2020084310001,16.5935546870001,49.2020084310001
1778,60206180526,3/27/2018 12:00:00 AM,Úterý,Tuesday,Noc,Night,Srážka s pevnou překážkou,Collision with a fixed obstacle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,"Nezjištěno, řidič ujel",Unknown,Ne,No,0,16.627188683,49.2234994790001,16.627188683,49.223499479
1779,60206180527,3/28/2018 12:00:00 AM,Středa,Wednesday,Den,Day,Srážka s pevnou překážkou,Collision with a fixed obstacle,Řidičem motorového vozidla,Car driver,Ne,No,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Výjezd z parkoviště,Exit from car park,Osobní automobil,Car,Ne,No,10000,16.615839685,49.1879427050001,16.615839685,49.1879427050001
1780,60206180528,3/28/2018 12:00:00 AM,Středa,Wednesday,Den,Day,Srážka s pevnou překážkou,Collision with a fixed obstacle,Řidičem motorového vozidla,Car driver,Ne,No,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,1000,16.582295678,49.251556733,16.582295678,49.251556733
1781,60206180529,3/28/2018 12:00:00 AM,Středa,Wednesday,Den,Day,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nedání přednosti v jizdě,Not respecting the right of way,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,"Nezjištěno, řidič ujel",Unknown,Ne,No,0,16.56907769,49.1911138680001,16.56907769,49.1911138680001
1782,60206180530,3/26/2018 12:00:00 AM,Pondělí,Monday,Den,Day,"Srážka s vozidlem zaparkovaným, odstaveným",Collision with a parked vehicle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Přechod pro chodce nebo v jeho blízkosti,Pedestrian crossing or nearby,Nákladní automobil,Truck,Ne,No,0,16.6073656830001,49.209260794,16.6073656830001,49.2092607940001
1783,60206180531,3/28/2018 12:00:00 AM,Středa,Wednesday,Den,Day,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Ne,No,Nedání přednosti v jizdě,Not respecting the right of way,0,0,1,0,0,1,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Nákladní automobil,Truck,Ne,No,40000,16.5526766890001,49.1754230230001,16.5526766890001,49.1754230230001
1784,60206180532,3/28/2018 12:00:00 AM,Středa,Wednesday,Den,Day,Jiný druh nehody,Other,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nedání přednosti v jizdě,Not respecting the right of way,0,1,0,0,1,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,0,16.5603556890001,49.2160271230001,16.5603556890001,49.2160271230001
1785,60206180533,3/28/2018 12:00:00 AM,Středa,Wednesday,Den,Day,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Ne,No,Nepřiměřená rychlost jízdy,Inappropriate speed,0,0,1,0,0,1,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,90000,16.601611688,49.1725598730001,16.601611688,49.1725598730001
1786,60206180534,3/28/2018 12:00:00 AM,Středa,Wednesday,Den,Day,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Ne,No,Nedání přednosti v jizdě,Not respecting the right of way,0,0,1,0,0,1,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,20000,16.653251685,49.1238089550001,16.653251685,49.1238089550001
1787,60206180535,3/28/2018 12:00:00 AM,Středa,Wednesday,Den,Day,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Ne,No,Nedání přednosti v jizdě,Not respecting the right of way,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Zastávka MHD,Public transport stop,Osobní automobil,Car,Ne,No,80000,16.5853846810001,49.1661505100001,16.5853846810001,49.1661505100001
1788,60206180536,3/28/2018 12:00:00 AM,Středa,Wednesday,Noc,Night,"Srážka s vozidlem zaparkovaným, odstaveným",Collision with a parked vehicle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Přechod pro chodce nebo v jeho blízkosti,Pedestrian crossing or nearby,"Nezjištěno, řidič ujel",Unknown,Ne,No,0,16.6586746790001,49.208435756,16.6586746790001,49.208435756
1789,60206180537,3/27/2018 12:00:00 AM,Úterý,Tuesday,Den,Day,"Srážka s vozidlem zaparkovaným, odstaveným",Collision with a parked vehicle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Přechod pro chodce nebo v jeho blízkosti,Pedestrian crossing or nearby,"Nezjištěno, řidič ujel",Unknown,Ne,No,0,16.64735868,49.230795825,16.64735868,49.230795825
1790,60206180538,3/28/2018 12:00:00 AM,Středa,Wednesday,Noc,Night,"Srážka s vozidlem zaparkovaným, odstaveným",Collision with a parked vehicle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,"Nezjištěno, řidič ujel",Unknown,Ne,No,0,16.6223936860001,49.1888797550001,16.6223936860001,49.1888797550001
1791,60206180539,3/29/2018 12:00:00 AM,Čtvrtek,Thursday,Den,Day,Havárie,Crash,Řidičem motorového vozidla,Car driver,Ne,No,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,Mokrý,Wet,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,1000,16.5822466820001,49.2519167460001,16.5822466820001,49.2519167460001
1792,60206180540,3/29/2018 12:00:00 AM,Čtvrtek,Thursday,Den,Day,Srážka s chodcem,Collision with pedestrian,Řidičem motorového vozidla,Car driver,Ne,No,Nedání přednosti v jizdě,Not respecting the right of way,0,1,0,0,1,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Přechod pro chodce nebo v jeho blízkosti,Pedestrian crossing or nearby,Osobní automobil,Car,Ne,No,0,16.6366006800001,49.2037305170001,16.6366006800001,49.203730517
1793,60206180541,3/29/2018 12:00:00 AM,Čtvrtek,Thursday,Den,Day,"Srážka s vozidlem zaparkovaným, odstaveným",Collision with a parked vehicle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Přechod pro chodce nebo v jeho blízkosti,Pedestrian crossing or nearby,"Nezjištěno, řidič ujel",Unknown,Ne,No,0,16.6181476850001,49.1991822890001,16.6181476850001,49.1991822890001
1794,60206180542,3/29/2018 12:00:00 AM,Čtvrtek,Thursday,Noc,Night,"Srážka s vozidlem zaparkovaným, odstaveným",Collision with a parked vehicle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Přechod pro chodce nebo v jeho blízkosti,Pedestrian crossing or nearby,"Nezjištěno, řidič ujel",Unknown,Ne,No,0,16.6061656810001,49.187180665,16.6061656810001,49.187180665
1795,60206180543,3/29/2018 12:00:00 AM,Čtvrtek,Thursday,Den,Day,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Ne,No,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,40000,16.5676559070001,49.2118983120001,16.5676559070001,49.2118983120001
1796,60206180544,3/29/2018 12:00:00 AM,Čtvrtek,Thursday,Den,Day,Srážka s pevnou překážkou,Collision with a fixed obstacle,Řidičem motorového vozidla,Car driver,Ne,No,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,10000,16.6305086830001,49.204199541,16.6305086830001,49.204199541
1797,60206180545,3/29/2018 12:00:00 AM,Čtvrtek,Thursday,Den,Day,Srážka s chodcem,Collision with pedestrian,Chodcem,Pedestrian,Ne,No,Nezaviněná řidičem,Not caused by driver,0,0,1,0,0,1,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Zastávka MHD,Public transport stop,Tramvaj,Tram,Ne,No,0,16.6136446800001,49.1954881020001,16.6136446800001,49.1954881020001
1798,60206180547,3/29/2018 12:00:00 AM,Čtvrtek,Thursday,Den,Day,Jiný druh nehody,Other,Řidičem motorového vozidla,Car driver,Ne,No,Nepřiměřená rychlost jízdy,Inappropriate speed,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Nákladní automobil,Truck,Ne,No,0,16.7132226800001,49.2436693980001,16.7132226800001,49.2436693980001
1799,60206180548,3/30/2018 12:00:00 AM,Pátek,Friday,Noc,Night,Srážka s pevnou překážkou,Collision with a fixed obstacle,Řidičem motorového vozidla,Car driver,Pod vlivem alkoholu,Under the influence of alcohol,Nepřiměřená rychlost jízdy,Inappropriate speed,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,3000,16.61802168,49.2196743040001,16.61802168,49.2196743040001
1800,60206180549,3/30/2018 12:00:00 AM,Pátek,Friday,Noc,Night,"Srážka s vozidlem zaparkovaným, odstaveným",Collision with a parked vehicle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,"Nezjištěno, řidič ujel",Unknown,Ne,No,0,16.569846688,49.2201213220001,16.569846688,49.2201213220001
1801,60206180550,3/30/2018 12:00:00 AM,Pátek,Friday,Noc,Night,"Srážka s vozidlem zaparkovaným, odstaveným",Collision with a parked vehicle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Přechod pro chodce nebo v jeho blízkosti,Pedestrian crossing or nearby,"Nezjištěno, řidič ujel",Unknown,Ne,No,0,16.610023685,49.1963961490001,16.610023685,49.1963961490001
1802,60206180551,3/30/2018 12:00:00 AM,Pátek,Friday,Den,Day,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Ne,No,Nesprávné předjíždění,Bad overtaking,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,20000,16.5324726850001,49.2294017580001,16.5324726850001,49.229401758
1803,60206180552,3/30/2018 12:00:00 AM,Pátek,Friday,Den,Day,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Nezjišťováno,Not tested,Nesprávný způsob jízdy,Inappropriate driving,0,0,3,0,0,3,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Přechod pro chodce nebo v jeho blízkosti,Pedestrian crossing or nearby,"Nezjištěno, řidič ujel",Unknown,Ne,No,0,16.5530866820001,49.218180229,16.5530866820001,49.218180229
1804,60206180553,3/30/2018 12:00:00 AM,Pátek,Friday,Noc,Night,Srážka s jedoucím nekolejovým vozidlem,Collision with other motor vehicle,Řidičem motorového vozidla,Car driver,Ne,No,Nesprávné předjíždění,Bad overtaking,1,1,2,1,1,2,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,200000,16.601283682,49.2128589700001,16.601283682,49.2128589700001
1805,60206180554,3/31/2018 12:00:00 AM,Sobota,Saturday,Den,Day,Srážka s pevnou překážkou,Collision with a fixed obstacle,Řidičem motorového vozidla,Car driver,Ne,No,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,1000,16.5651916800001,49.176338077,16.5651916800001,49.176338077
1806,60206180555,3/31/2018 12:00:00 AM,Sobota,Saturday,Den,Day,"Srážka s vozidlem zaparkovaným, odstaveným",Collision with a parked vehicle,Řidičem motorového vozidla,Car driver,Ne,No,Nesprávný způsob jízdy,Inappropriate driving,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Žádné,None,Osobní automobil,Car,Ne,No,10000,16.6063306880001,49.195684112,16.6063306880001,49.195684112
1807,60206180556,3/31/2018 12:00:00 AM,Sobota,Saturday,Den,Day,"Srážka s vozidlem zaparkovaným, odstaveným",Collision with a parked vehicle,Řidičem motorového vozidla,Car driver,Ne,No,Nepřiměřená rychlost jízdy,Inappropriate speed,0,0,0,0,0,0,"Suchý, neznečištěný",Dry and clean,Neztížené,Clear,Zastávka MHD,Public transport stop,Osobní automobil,Car,Ne,No,150000,16.6237629500001,49.208198773,16.6237629500001,49.208198773
